Date,Business Area,Region,Country,IT Sub Area,IT Area,Cost element name,Cost Element Group,Cost Element Sub Group,Actual
Sep,Manufacturing,Europe,Italy,Manufacturing,BU Support,Regular Salaries And Wages,Labor,Internal Labor,4778.2
Sep,Manufacturing,Europe,Italy,Manufacturing,BU Support,Software,Depr & Amort,Amortization,0.15
Sep,Manufacturing,Europe,Italy,Manufacturing,BU Support,Telecom Services,Other,Telecomm,37.13
Sep,Manufacturing,Europe,Italy,Manufacturing,BU Support,Telephone,Other,Telecomm,219.93
Sep,Manufacturing,Europe,Italy,Manufacturing,BU Support,Unscheduled Overtime,Labor,Internal Labor,33.36
Sep,Manufacturing,Europe,Italy,Manufacturing,BU Support,Vacation,Labor,Internal Labor,-1408.27
Sep,Manufacturing,Europe,Italy,Manufacturing,BU Support,Variable Salaries And Wages,Labor,Internal Labor,9.8
Sep,Manufacturing,Europe,Spain,Manufacturing,BU Support,Bonuses,Labor,Internal Labor,6164.46
Sep,Manufacturing,Europe,Spain,Manufacturing,BU Support,Fixed Assets,Depr & Amort,Depreciation,188.8
Sep,Manufacturing,Europe,Spain,Manufacturing,BU Support,Lease,Other,Vehicles,-31.75
Sep,Manufacturing,Europe,Spain,Manufacturing,BU Support,Moving Expenses - NT,Other,Moving,138.89
Sep,Manufacturing,Europe,Spain,Manufacturing,BU Support,Other Miscellaneous Expense,Other,Other,172.78
Sep,Manufacturing,Europe,Spain,Manufacturing,BU Support,Payroll Taxes - Salaries,Labor,Internal Labor,9223.55
Sep,Manufacturing,Europe,Spain,Manufacturing,BU Support,Regular Salaries And Wages,Labor,Internal Labor,46976
Sep,Manufacturing,Europe,Spain,Manufacturing,BU Support,Retirement Plan Match,Labor,Internal Labor,1339.21
Sep,Manufacturing,Europe,Spain,Manufacturing,BU Support,Travel Allowance,Other,Travel,129.9
Sep,Manufacturing,Europe,Spain,Manufacturing,BU Support,Travel Expense-Hotel,Other,Travel,640.55
Sep,Manufacturing,Europe,Spain,Manufacturing,BU Support,Variable Salaries And Wages,Labor,Internal Labor,975.05
Sep,BU,Europe,Belgium,R1,Functional,Fixed Assets,Depr & Amort,Depreciation,12.18
Sep,BU,Europe,Germany,Distribution,BU Support,Bonuses,Labor,Internal Labor,6389.72
Sep,BU,Europe,Germany,Distribution,BU Support,Employee Benefits,Labor,Internal Labor,144.33
Sep,BU,Europe,Germany,Distribution,BU Support,Employee Wellness,Labor,Internal Labor,7159.59
Sep,BU,Europe,Germany,Distribution,BU Support,Insurance,Labor,Internal Labor,138.69
Sep,BU,Europe,Germany,Distribution,BU Support,Materials,Other,Supplies,67.16
Sep,BU,Europe,Germany,Distribution,BU Support,Non CAPEX Equipment,Hardware & Software,Hardware,1063.6
Sep,BU,Europe,Germany,Distribution,BU Support,Other ( - Tax ),Labor,Internal Labor,995.88
Sep,BU,Europe,Germany,Distribution,BU Support,Other Bonuses,Labor,Internal Labor,3498.56
Sep,BU,Europe,Germany,Distribution,BU Support,Professional Services,Labor,External Labor,156.57
Sep,BU,Europe,Germany,Distribution,BU Support,Regular Salaries And Wages,Labor,Internal Labor,61951.37
Sep,BU,Europe,Germany,Distribution,BU Support,Retirement Plan Match,Labor,Internal Labor,15425.99
Sep,BU,Europe,Germany,Distribution,BU Support,Temps,Labor,Internal Labor,1427.19
Sep,BU,Europe,Germany,Distribution,BU Support,Training,Other,Training,595.36
Sep,BU,Europe,Germany,Distribution,BU Support,Travel Expense,Other,Travel,6187.31
Sep,BU,Europe,Germany,Distribution,BU Support,Vacation,Labor,Internal Labor,220.82
Sep,BU,Europe,Italy,R1,Functional,Fixed Assets,Depr & Amort,Depreciation,0.29
Sep,BU,Europe,Italy,R1,Functional,Rented Equipment,Shared Services,Inbound Allocations,-0.31
Sep,BU,Europe,Italy,R1,Functional,Software,Depr & Amort,Amortization,0.29
Sep,BU,Europe,Italy,R1,Functional,Telecom Services,Other,Telecomm,74.25
Sep,BU,Europe,Italy,R1,Functional,Telephone,Other,Telecomm,439.86
Sep,BU,Europe,Switzerland,Distribution,BU Support,Fixed Assets,Depr & Amort,Depreciation,1491.72
Sep,BU,Europe,United Kingdom,R3,Functional,Auto Insurance,Other,Vehicles,90.54
Sep,BU,Europe,United Kingdom,R3,Functional,Bonuses,Labor,Internal Labor,4355.21
Sep,BU,Europe,United Kingdom,R3,Functional,Lease,Other,Vehicles,-966.7
Sep,BU,Europe,United Kingdom,R3,Functional,Lease,Other,Vehicles,-942.1
Sep,BU,Europe,United Kingdom,R3,Functional,Other Miscellaneous Expense,Other,Other,381.04
Sep,BU,Europe,United Kingdom,R3,Functional,Payroll Taxes - Salaries,Labor,Internal Labor,4613.73
Sep,BU,Europe,United Kingdom,R3,Functional,Regular Salaries And Wages,Labor,Internal Labor,21742.31
Sep,BU,Europe,United Kingdom,R3,Functional,Telephone,Other,Telecomm,45.57
Sep,BU,Europe,United Kingdom,R3,Functional,Travel Expense,Other,Travel,613.25
Sep,BU,Europe,United Kingdom,R3,Functional,Travel Expense,Other,Travel,6.87
Sep,BU,Europe,United Kingdom,R3,Functional,Vehicle Fuel,Other,Vehicles,805.81
Sep,BU,Latin America,Mexico,Emerging,BU Support,Contractors,Labor,External Labor,-6642.95
Sep,BU,Latin America,Mexico,Emerging,BU Support,Other Miscellaneous,Other,Other,378.31
Sep,BU,Latin America,Mexico,Emerging,BU Support,Other Miscellaneous Expense,Other,Other,1077.5
Sep,BU,Latin America,Mexico,Emerging,BU Support,Professional Services,Labor,External Labor,5115.72
Sep,BU,Latin America,Mexico,Emerging,BU Support,Telephone,Other,Telecomm,71.41
Sep,Distribution,Africa & Asia,Israel,Quality & Compliance,Governance,Fixed Assets,Depr & Amort,Depreciation,2167.08
Sep,Distribution,Africa & Asia,Israel,Quality & Compliance,Governance,Insurance,Other,Vehicles,5.72
Sep,Distribution,Africa & Asia,Israel,Quality & Compliance,Governance,Lease,Other,Vehicles,818.04
Sep,Distribution,Africa & Asia,Israel,Quality & Compliance,Governance,Office Services,Labor,External Labor,15138.82
Sep,Distribution,Africa & Asia,Israel,Quality & Compliance,Governance,Other Bonuses,Labor,Internal Labor,2872.45
Sep,Distribution,Africa & Asia,Israel,Quality & Compliance,Governance,Payroll Taxes - Salaries,Labor,Internal Labor,503.59
Sep,Distribution,Africa & Asia,Israel,Quality & Compliance,Governance,Regular Salaries And Wages,Labor,Internal Labor,7810.51
Sep,Distribution,Africa & Asia,Israel,Quality & Compliance,Governance,Retirement Plan Match,Labor,Internal Labor,1500.93
Sep,Distribution,Africa & Asia,Israel,Quality & Compliance,Governance,Telecom Services,Other,Telecomm,243.43
Sep,Distribution,Africa & Asia,Israel,Quality & Compliance,Governance,Telephone,Other,Telecomm,873.06
Sep,Distribution,Africa & Asia,Israel,Quality & Compliance,Governance,Vehicle Fuel,Other,Vehicles,427.91
Sep,Distribution,Europe,Germany,Administration,Governance,Other Bonuses,Labor,Internal Labor,6291.34
Sep,Distribution,Europe,Germany,Administration,Governance,Vacation,Labor,Internal Labor,620.62
Sep,Distribution,Europe,Germany,GRC,Governance,Billing,Labor,Internal Labor,29092.53
Sep,Distribution,Europe,Germany,GRC,Governance,Bonuses,Labor,Internal Labor,8088.4
Sep,Distribution,Europe,Germany,GRC,Governance,Business Gifts (Other),Other,Other,136.45
Sep,Distribution,Europe,Germany,GRC,Governance,Employee Benefits,Labor,Internal Labor,141.98
Sep,Distribution,Europe,Germany,GRC,Governance,Employee Wellness,Labor,Internal Labor,11123.5
Sep,Distribution,Europe,Germany,GRC,Governance,M&E-Nondeductible,Other,Travel,8588.51
Sep,Distribution,Europe,Germany,GRC,Governance,Memberships,Other,Other,897.03
Sep,Distribution,Europe,Germany,GRC,Governance,Other Bonuses,Labor,Internal Labor,10543.31
Sep,Distribution,Europe,Germany,GRC,Governance,Other Miscellaneous Expense,Other,Other,14.14
Sep,Distribution,Europe,Germany,GRC,Governance,Professional Services,Labor,External Labor,4776.4
Sep,Distribution,Europe,Germany,GRC,Governance,Regular Salaries And Wages,Labor,Internal Labor,88061.75
Sep,Distribution,Europe,Germany,GRC,Governance,Retirement Plan Match,Labor,Internal Labor,11394.85
Sep,Distribution,Europe,Germany,GRC,Governance,Speakers Program,Other,Other,9116.75
Sep,Distribution,Europe,Germany,GRC,Governance,Subscriptions and Reference Material,Other,Other,97.72
Sep,Distribution,Europe,Germany,GRC,Governance,Training,Other,Training,3023.72
Sep,Distribution,Europe,Germany,GRC,Governance,Travel Allowance,Other,Travel,1224.73
Sep,Distribution,Europe,Germany,GRC,Governance,Travel Expense,Other,Travel,8504.71
Sep,Distribution,Europe,Germany,GRC,Governance,Travel Expense-Hotel,Other,Travel,2409.66
Sep,Distribution,Europe,Germany,GRC,Governance,Vacation,Labor,Internal Labor,737.53
Sep,Distribution,USA,USA,Process Management,Governance,Bonuses,Labor,Internal Labor,5407.51
Sep,Distribution,USA,USA,Process Management,Governance,Fixed Assets,Depr & Amort,Depreciation,955.71
Sep,Distribution,USA,USA,Process Management,Governance,Fixed Charges,Shared Services,Outbound Allocations,82277.93
Sep,Distribution,USA,USA,Process Management,Governance,Individual Performance Recognition,Other,Employee Performance,13
Sep,Distribution,USA,USA,Process Management,Governance,Insurance,Labor,Internal Labor,5840.65
Sep,Distribution,USA,USA,Process Management,Governance,M&E-Nondeductible,Other,Travel,81.03
Sep,Distribution,USA,USA,Process Management,Governance,Materials,Other,Supplies,708.02
Sep,Distribution,USA,USA,Process Management,Governance,Outsourcing,Labor,External Labor,2920.79
Sep,Distribution,USA,USA,Process Management,Governance,Payroll Taxes - Salaries,Labor,Internal Labor,4527.46
Sep,Distribution,USA,USA,Process Management,Governance,Professional Services,Labor,External Labor,35539
Sep,Distribution,USA,USA,Process Management,Governance,Property Taxes,Other,Taxes,115.4
Sep,Distribution,USA,USA,Process Management,Governance,Purchased Software,Hardware & Software,Software,7641.47
Sep,Distribution,USA,USA,Process Management,Governance,Regular Salaries And Wages,Labor,Internal Labor,44723.8
Sep,Distribution,USA,USA,Process Management,Governance,Retirement Medical,Labor,Internal Labor,5897.93
Sep,Distribution,USA,USA,Process Management,Governance,Retirement Plan Match,Labor,Internal Labor,5011.62
Sep,Distribution,USA,USA,Process Management,Governance,Savings Plan,Labor,Internal Labor,2711.18
Sep,Distribution,USA,USA,Process Management,Governance,Software Maintenance,Hardware & Software,Software Maintenance,13.6
Sep,Distribution,USA,USA,Process Management,Governance,Telecom,Other,Telecomm,248.34
Sep,Distribution,USA,USA,Process Management,Governance,Training,Other,Training,150
Sep,Distribution,USA,USA,Process Management,Governance,Transportation - Air,Other,Other,37.43
Sep,Distribution,USA,USA,Process Management,Governance,Travel Expense,Other,Travel,504.08
Sep,Distribution,USA,USA,Process Management,Governance,Unscheduled Overtime,Labor,Internal Labor,473.77
Sep,Infrastructure,Europe,Austria,Productivity,Infrastructure,Fixed Assets,Depr & Amort,Depreciation,89.43
Sep,Infrastructure,Europe,Austria,Productivity,Infrastructure,Machine/Equipment Rental,Hardware & Software,Hardware,7826.81
Sep,Infrastructure,Europe,Austria,Productivity,Infrastructure,Non product,Hardware & Software,Hardware Maintenance,206.75
Sep,Infrastructure,Europe,Austria,Productivity,Infrastructure,Telephone,Other,Telecomm,77.22
Sep,Infrastructure,Europe,Denmark,Productivity,Infrastructure,Professional Services,Labor,External Labor,-10281.71
Sep,Infrastructure,Europe,Denmark,Productivity,Infrastructure,Services,Other,Other,19194.34
Sep,Infrastructure,Europe,Switzerland,Core Infrastructure,Infrastructure,Allowances,Labor,Internal Labor,94.41
Sep,Infrastructure,Europe,Switzerland,Core Infrastructure,Infrastructure,Bonuses,Labor,Internal Labor,5535.91
Sep,Infrastructure,Europe,Switzerland,Core Infrastructure,Infrastructure,Materials,Other,Supplies,620.98
Sep,Infrastructure,Europe,Switzerland,Core Infrastructure,Infrastructure,Regular Salaries And Wages,Labor,Internal Labor,9363
Sep,Infrastructure,Europe,Switzerland,Core Infrastructure,Infrastructure,Retirement Plan Match,Labor,Internal Labor,80.48
Sep,Infrastructure,Europe,Switzerland,Core Infrastructure,Infrastructure,Telephone,Other,Telecomm,22.46
Sep,Infrastructure,Europe,Switzerland,Productivity,Infrastructure,Fixed Assets,Depr & Amort,Depreciation,311.35
Sep,Infrastructure,Europe,Switzerland,Productivity,Infrastructure,Non CAPEX Equipment,Hardware & Software,Hardware,11290.33
Sep,Infrastructure,Europe,Switzerland,Productivity,Infrastructure,Telephone,Other,Telecomm,88.55
Sep,Infrastructure,Europe,Switzerland,Productivity,Infrastructure,Training,Other,Training,175.23
Sep,Infrastructure,Europe,Switzerland,Productivity,Infrastructure,Travel Expense,Other,Travel,611.66
Sep,Infrastructure,Latin America,Mexico,Core Infrastructure,Infrastructure,Contractors,Labor,External Labor,98548.95
Sep,Infrastructure,Latin America,Mexico,Core Infrastructure,Infrastructure,Fixed Assets,Depr & Amort,Depreciation,3577.45
Sep,Infrastructure,Latin America,Mexico,Core Infrastructure,Infrastructure,Software,Depr & Amort,Amortization,167.54
Sep,Infrastructure,Latin America,Mexico,Core Infrastructure,Infrastructure,Telephone,Other,Telecomm,6000
Sep,Manufacturing,Europe,Italy,Manufacturing,BU Support,Domestic Travel,Other,Travel,609.34
Sep,Manufacturing,Europe,Italy,Manufacturing,BU Support,Fixed Assets,Depr & Amort,Depreciation,46736.38
Sep,Manufacturing,Europe,Italy,Manufacturing,BU Support,Food Charges,Other,Other,36.15
Sep,Manufacturing,Europe,Italy,Manufacturing,BU Support,Indemnification and Separation Allowance,Other,Severance,826.92
Sep,Manufacturing,Europe,Italy,Manufacturing,BU Support,Maintenance and Repairs,Hardware & Software,Hardware Maintenance,6494.85
Sep,Manufacturing,Europe,Italy,Manufacturing,BU Support,Other ( + Tax ),Labor,Internal Labor,-254.01
Sep,Manufacturing,Europe,Italy,Manufacturing,BU Support,Payroll Taxes - Salaries,Labor,Internal Labor,3116.12
Sep,Manufacturing,Europe,Italy,Manufacturing,BU Support,Professional Services,Labor,External Labor,3969.08
Sep,Manufacturing,Europe,Italy,Manufacturing,BU Support,Regular Salaries And Wages,Labor,Internal Labor,9796.08
Sep,Manufacturing,Europe,Italy,Manufacturing,BU Support,Software,Depr & Amort,Amortization,30812.17
Sep,Manufacturing,Europe,Italy,Manufacturing,BU Support,Telecom Services,Other,Telecomm,30.42
Sep,Manufacturing,Europe,Italy,Manufacturing,BU Support,Travel Expense,Other,Travel,153.19
Sep,Manufacturing,Europe,Italy,Manufacturing,BU Support,Unscheduled Overtime,Labor,Internal Labor,67.5
Sep,Manufacturing,Europe,Italy,Manufacturing,BU Support,Vacation,Labor,Internal Labor,-866.06
Sep,Manufacturing,Europe,Italy,Manufacturing,BU Support,Variable Salaries And Wages,Labor,Internal Labor,19.7
Sep,Manufacturing,USA,USA,Manufacturing,BU Support,Bonuses,Labor,Internal Labor,8889.42
Sep,Manufacturing,USA,USA,Manufacturing,BU Support,Bonuses,Labor,Internal Labor,3126.18
Sep,Manufacturing,USA,USA,Manufacturing,BU Support,Fixed Assets,Depr & Amort,Depreciation,308.3
Sep,Manufacturing,USA,USA,Manufacturing,BU Support,Fixed Assets,Depr & Amort,Depreciation,89.58
Sep,Manufacturing,USA,USA,Manufacturing,BU Support,Individual Performance Recognition,Other,Employee Performance,94.02
Sep,Manufacturing,USA,USA,Manufacturing,BU Support,Individual Performance Recognition,Other,Employee Performance,28.5
Sep,Manufacturing,USA,USA,Manufacturing,BU Support,Insurance,Labor,Internal Labor,6675.03
Sep,Manufacturing,USA,USA,Manufacturing,BU Support,Insurance,Labor,Internal Labor,3337.52
Sep,Manufacturing,USA,USA,Manufacturing,BU Support,M&E-Nondeductible,Other,Travel,51.09
Sep,Manufacturing,USA,USA,Manufacturing,BU Support,Memberships,Other,Other,119
Sep,Manufacturing,USA,USA,Manufacturing,BU Support,Outsourcing,Labor,External Labor,2709.15
Sep,Manufacturing,USA,USA,Manufacturing,BU Support,Payroll Taxes - Salaries,Labor,Internal Labor,4565.78
Sep,Manufacturing,USA,USA,Manufacturing,BU Support,Payroll Taxes - Salaries,Labor,Internal Labor,2146.71
Sep,Manufacturing,USA,USA,Manufacturing,BU Support,Professional Services,Labor,External Labor,41898.53
Sep,Manufacturing,USA,USA,Manufacturing,BU Support,Project Expense,Other,Project Expenses,5376
Sep,Manufacturing,USA,USA,Manufacturing,BU Support,Property Taxes,Other,Taxes,15.66
Sep,Manufacturing,USA,USA,Manufacturing,BU Support,Property Taxes,Other,Taxes,13.78
Sep,Manufacturing,USA,USA,Manufacturing,BU Support,Purchased Software,Hardware & Software,Software,18.76
Sep,Manufacturing,USA,USA,Manufacturing,BU Support,Purchased Software,Hardware & Software,Software,11985.23
Sep,Manufacturing,USA,USA,Manufacturing,BU Support,Regular Salaries And Wages,Labor,Internal Labor,68488.27
Sep,Manufacturing,USA,USA,Manufacturing,BU Support,Regular Salaries And Wages,Labor,Internal Labor,29051.72
Sep,Manufacturing,USA,USA,Manufacturing,BU Support,Retirement Medical,Labor,Internal Labor,6740.49
Sep,Manufacturing,USA,USA,Manufacturing,BU Support,Retirement Medical,Labor,Internal Labor,3370.25
Sep,Manufacturing,USA,USA,Manufacturing,BU Support,Retirement Plan Match,Labor,Internal Labor,7663.02
Sep,Manufacturing,USA,USA,Manufacturing,BU Support,Retirement Plan Match,Labor,Internal Labor,3186.7
Sep,Manufacturing,USA,USA,Manufacturing,BU Support,Savings Plan,Labor,Internal Labor,3731.92
Sep,Manufacturing,USA,USA,Manufacturing,BU Support,Savings Plan,Labor,Internal Labor,1454
Sep,Manufacturing,USA,USA,Manufacturing,BU Support,Software,Depr & Amort,Amortization,692010.7
Sep,Manufacturing,USA,USA,Manufacturing,BU Support,Software,Depr & Amort,Amortization,48263.1
Sep,Manufacturing,USA,USA,Manufacturing,BU Support,Software Maintenance,Hardware & Software,Software Maintenance,69168.3
Sep,Manufacturing,USA,USA,Manufacturing,BU Support,Software Maintenance,Hardware & Software,Software Maintenance,41707.48
Sep,Manufacturing,USA,USA,Manufacturing,BU Support,Telecom,Other,Telecomm,6924.74
Sep,Manufacturing,USA,USA,Manufacturing,BU Support,Telecom,Other,Telecomm,3408.92
Sep,Manufacturing,USA,USA,Manufacturing,BU Support,Telephone,Other,Telecomm,49
Sep,Manufacturing,USA,USA,Manufacturing,BU Support,Travel Expense,Other,Travel,-4882.9
Sep,Office & Administrative,Latin America,Brazil,R2,Functional,Employee Wellness,Labor,Internal Labor,104.15
Sep,Office & Administrative,Latin America,Brazil,R2,Functional,Fixed Assets,Depr & Amort,Depreciation,2480.55
Sep,Office & Administrative,Latin America,Brazil,R2,Functional,Insurance,Labor,Internal Labor,4.19
Sep,Office & Administrative,Latin America,Brazil,R2,Functional,Leasing,Other,Other,28411.47
Sep,Office & Administrative,Latin America,Brazil,R2,Functional,Materials,Other,Supplies,-8924.84
Sep,Office & Administrative,Latin America,Brazil,R2,Functional,Non product,Hardware & Software,Hardware Maintenance,129.07
Sep,Office & Administrative,Latin America,Brazil,R2,Functional,Other Supplies,Other,Supplies,8318.96
Sep,Office & Administrative,Latin America,Brazil,R2,Functional,Outsourcing,Labor,External Labor,899.49
Sep,Office & Administrative,Latin America,Brazil,R2,Functional,Payroll Taxes - Other,Labor,Internal Labor,33
Sep,Office & Administrative,Latin America,Brazil,R2,Functional,Postage,Other,Other,8.07
Sep,Office & Administrative,Latin America,Brazil,R2,Functional,Services,Other,Other,666.6
Sep,Office & Administrative,Latin America,Brazil,R2,Functional,Telephone,Other,Telecomm,3113.11
Sep,Office & Administrative,USA,USA,R2,Functional,Bonuses,Labor,Internal Labor,19207.58
Sep,Office & Administrative,USA,USA,R2,Functional,Individual Performance Recognition,Other,Employee Performance,358
Sep,Office & Administrative,USA,USA,R2,Functional,Insurance,Labor,Internal Labor,9178.16
Sep,Office & Administrative,USA,USA,R2,Functional,M&E-Nondeductible,Other,Travel,1339.05
Sep,Office & Administrative,USA,USA,R2,Functional,Materials,Other,Supplies,3159.9
Sep,Office & Administrative,USA,USA,R2,Functional,Moving Expenses - NT,Other,Moving,2890.93
Sep,Office & Administrative,USA,USA,R2,Functional,Office Services,Labor,External Labor,42.32
Sep,Office & Administrative,USA,USA,R2,Functional,Outsourcing,Labor,External Labor,520888.13
Sep,Office & Administrative,USA,USA,R2,Functional,Payroll Taxes - Salaries,Labor,Internal Labor,5115.54
Sep,Office & Administrative,USA,USA,R2,Functional,Professional Services,Labor,External Labor,61707
Sep,Office & Administrative,USA,USA,R2,Functional,Property Taxes,Other,Taxes,138.32
Sep,Office & Administrative,USA,USA,R2,Functional,Purchased Software,Hardware & Software,Software,112.57
Sep,Office & Administrative,USA,USA,R2,Functional,Regular Salaries And Wages,Labor,Internal Labor,113013.36
Sep,Office & Administrative,USA,USA,R2,Functional,Retirement Medical,Labor,Internal Labor,9268.18
Sep,Office & Administrative,USA,USA,R2,Functional,Retirement Plan Match,Labor,Internal Labor,13094.36
Sep,Office & Administrative,USA,USA,R2,Functional,Savings Plan,Labor,Internal Labor,6249.56
Sep,Office & Administrative,USA,USA,R2,Functional,Services,Other,Other,18.25
Sep,Office & Administrative,USA,USA,R2,Functional,Software,Depr & Amort,Amortization,12521.87
Sep,Office & Administrative,USA,USA,R2,Functional,Software Maintenance,Hardware & Software,Software Maintenance,81.62
Sep,Office & Administrative,USA,USA,R2,Functional,Telecom,Other,Telecomm,7631.49
Sep,Office & Administrative,USA,USA,R2,Functional,Training,Other,Training,5280
Sep,Office & Administrative,USA,USA,R2,Functional,Travel Expense,Other,Travel,1516.71
Sep,R&D,Europe,Spain,R&D,BU Support,Fixed Assets,Depr & Amort,Depreciation,2043.83
Sep,R&D,Europe,Spain,R&D,BU Support,Payroll Taxes - Salaries,Labor,Internal Labor,1354.75
Sep,R&D,Europe,Spain,R&D,BU Support,Professional Services,Labor,External Labor,6082.07
Sep,R&D,Europe,Spain,R&D,BU Support,Regular Salaries And Wages,Labor,Internal Labor,4810.38
Sep,R&D,Europe,Spain,R&D,BU Support,Travel Expense,Other,Travel,38.55
Sep,Services,Europe,Italy,EIM,Enablement,Fixed Assets,Depr & Amort,Depreciation,5640.29
Sep,Services,Europe,Italy,EIM,Enablement,Food Charges,Other,Other,128.31
Sep,Services,Europe,Italy,EIM,Enablement,Indemnification and Separation Allowance,Other,Severance,658.55
Sep,Services,Europe,Italy,EIM,Enablement,Other ( + Tax ),Labor,Internal Labor,-682.48
Sep,Services,Europe,Italy,EIM,Enablement,Payroll Taxes - Salaries,Labor,Internal Labor,3280.27
Sep,Services,Europe,Italy,EIM,Enablement,Professional Services,Labor,External Labor,21822.7
Sep,Services,Europe,Italy,EIM,Enablement,Regular Salaries And Wages,Labor,Internal Labor,10746.16
Sep,Services,Europe,Italy,EIM,Enablement,Software,Depr & Amort,Amortization,568.76
Sep,Services,Europe,Italy,EIM,Enablement,Training,Other,Training,-1259.96
Sep,Services,Europe,Italy,EIM,Enablement,Unscheduled Overtime,Labor,Internal Labor,86.38
Sep,Services,Europe,Italy,EIM,Enablement,Vacation,Labor,Internal Labor,-2320.61
Sep,Services,Europe,Italy,EIM,Enablement,Variable Salaries And Wages,Labor,Internal Labor,25.4
Sep,Services,USA,USA,Business Intelligence,Enablement,Bonuses,Labor,Internal Labor,17338.88
Sep,Services,USA,USA,Business Intelligence,Enablement,Computer Hardware,Hardware & Software,Hardware,4958
Sep,Services,USA,USA,Business Intelligence,Enablement,Individual Performance Recognition,Other,Employee Performance,584
Sep,Services,USA,USA,Business Intelligence,Enablement,Insurance,Labor,Internal Labor,11697.39
Sep,Services,USA,USA,Business Intelligence,Enablement,M&E-Nondeductible,Other,Travel,157.29
Sep,Services,USA,USA,Business Intelligence,Enablement,Maintenance and Repairs,Hardware & Software,Hardware Maintenance,302.98
Sep,Services,USA,USA,Business Intelligence,Enablement,Materials,Other,Supplies,281.38
Sep,Services,USA,USA,Business Intelligence,Enablement,Outsourcing,Labor,External Labor,29484.41
Sep,Services,USA,USA,Business Intelligence,Enablement,Payroll Taxes - Salaries,Labor,Internal Labor,6502.46
Sep,Services,USA,USA,Business Intelligence,Enablement,Professional Services,Labor,External Labor,25353
Sep,Services,USA,USA,Business Intelligence,Enablement,Purchased Software,Hardware & Software,Software,9337.67
Sep,Services,USA,USA,Business Intelligence,Enablement,Regular Salaries And Wages,Labor,Internal Labor,124712.26
Sep,Services,USA,USA,Business Intelligence,Enablement,Retirement Medical,Labor,Internal Labor,11795.86
Sep,Services,USA,USA,Business Intelligence,Enablement,Retirement Plan Match,Labor,Internal Labor,14067.88
Sep,Services,USA,USA,Business Intelligence,Enablement,Savings Plan,Labor,Internal Labor,6586.82
Sep,Services,USA,USA,Business Intelligence,Enablement,Software Maintenance,Hardware & Software,Software Maintenance,190.44
Sep,Services,USA,USA,Business Intelligence,Enablement,Telecom,Other,Telecomm,858.35
Sep,Services,USA,USA,Business Intelligence,Enablement,Transportation - Air,Other,Other,122.95
Sep,Services,USA,USA,Business Intelligence,Enablement,Travel Expense,Other,Travel,1553.52
Sep,BU,Latin America,Mexico,Emerging,BU Support,Allowances,Labor,Internal Labor,1148.55
Sep,BU,Latin America,Mexico,Emerging,BU Support,Auto Insurance,Other,Vehicles,741.38
Sep,BU,Latin America,Mexico,Emerging,BU Support,Bonuses,Labor,Internal Labor,2235.28
Sep,BU,Latin America,Mexico,Emerging,BU Support,Contractors,Labor,External Labor,-60846.18
Sep,BU,Latin America,Mexico,Emerging,BU Support,Employee Benefits,Labor,Internal Labor,3256.23
Sep,BU,Latin America,Mexico,Emerging,BU Support,Equity,Labor,Internal Labor,2386.77
Sep,BU,Latin America,Mexico,Emerging,BU Support,Fixed Assets,Depr & Amort,Depreciation,1459.64
Sep,BU,Latin America,Mexico,Emerging,BU Support,Insurance,Labor,Internal Labor,1800.16
Sep,BU,Latin America,Mexico,Emerging,BU Support,LOS,Other,Severance,8.78
Sep,BU,Latin America,Mexico,Emerging,BU Support,Other ( - Tax ),Labor,Internal Labor,1659.17
Sep,BU,Latin America,Mexico,Emerging,BU Support,Other Bonuses,Labor,Internal Labor,1331.5
Sep,BU,Latin America,Mexico,Emerging,BU Support,Payroll Taxes - Extra,Labor,Internal Labor,951.91
Sep,BU,Latin America,Mexico,Emerging,BU Support,Payroll Taxes - Other,Labor,Internal Labor,1427.07
Sep,BU,Latin America,Mexico,Emerging,BU Support,Payroll Taxes - Retirement,Labor,Internal Labor,570.83
Sep,BU,Latin America,Mexico,Emerging,BU Support,Payroll Taxes - Salaries,Labor,Internal Labor,2920.37
Sep,BU,Latin America,Mexico,Emerging,BU Support,Regular Salaries And Wages,Labor,Internal Labor,35430.69
Sep,BU,Latin America,Mexico,Emerging,BU Support,Retirement Plan Match,Labor,Internal Labor,545.78
Sep,BU,Latin America,Mexico,Emerging,BU Support,Savings Plan,Labor,Internal Labor,1398.26
Sep,BU,Latin America,Mexico,Emerging,BU Support,Telephone,Other,Telecomm,422.18
Sep,BU,Latin America,Mexico,Emerging,BU Support,Vacation,Labor,Internal Labor,917.68
Sep,BU,Latin America,Mexico,Emerging,BU Support,Vehicle Fuel,Other,Vehicles,233.93
Sep,BU,USA,USA,Emerging,BU Support,Bonuses,Labor,Internal Labor,4030.74
Sep,BU,USA,USA,Emerging,BU Support,Fixed Assets,Depr & Amort,Depreciation,211.2
Sep,BU,USA,USA,Emerging,BU Support,Individual Performance Recognition,Other,Employee Performance,21.98
Sep,BU,USA,USA,Emerging,BU Support,Insurance,Labor,Internal Labor,1668.75
Sep,BU,USA,USA,Emerging,BU Support,M&E-Nondeductible,Other,Travel,672.39
Sep,BU,USA,USA,Emerging,BU Support,Payroll Taxes - Salaries,Labor,Internal Labor,1375.51
Sep,BU,USA,USA,Emerging,BU Support,Professional Services,Labor,External Labor,12650
